agent,task_id,workspace_exists,workspace_path,transcript_exists,transcript_path,score_present,status,grading_type
Qwen Code,task_log_hdfs_storage,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_log_hdfs_storage,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_log_hdfs_storage,True,success,hybrid
Qwen Code,task_log_mapreduce_jobs,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_log_mapreduce_jobs,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_log_mapreduce_jobs,True,success,hybrid
Qwen Code,task_log_mapreduce_failures,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_log_mapreduce_failures,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_log_mapreduce_failures,True,success,hybrid
Qwen Code,task_log_mapreduce_slow_tasks,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_log_mapreduce_slow_tasks,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_log_mapreduce_slow_tasks,True,success,hybrid
Qwen Code,task_log_mapreduce_resources,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_log_mapreduce_resources,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_log_mapreduce_resources,True,success,hybrid
Qwen Code,task_log_mapreduce_timeline,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_log_mapreduce_timeline,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_log_mapreduce_timeline,True,success,hybrid
Qwen Code,task_log_syslog_anomalies,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_log_syslog_anomalies,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_log_syslog_anomalies,True,success,hybrid
Qwen Code,task_log_syslog_services,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_log_syslog_services,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_log_syslog_services,True,success,hybrid
Qwen Code,task_log_syslog_cron,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_log_syslog_cron,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_log_syslog_cron,True,success,hybrid
Qwen Code,task_log_syslog_auth_failures,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_log_syslog_auth_failures,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_log_syslog_auth_failures,True,success,hybrid
Qwen Code,task_meeting_council_votes,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_meeting_council_votes,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_meeting_council_votes,True,success,hybrid
Qwen Code,task_meeting_council_public_comment,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_meeting_council_public_comment,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_meeting_council_public_comment,True,success,hybrid
Qwen Code,task_meeting_council_budget,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_meeting_council_budget,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_meeting_council_budget,True,success,hybrid
Qwen Code,task_meeting_council_upcoming,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_meeting_council_upcoming,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_meeting_council_upcoming,True,success,hybrid
Qwen Code,task_meeting_council_contact_info,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_meeting_council_contact_info,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_meeting_council_contact_info,True,success,hybrid
Qwen Code,task_meeting_council_neighborhood,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_meeting_council_neighborhood,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_meeting_council_neighborhood,True,success,hybrid
Qwen Code,task_meeting_tech_action_items,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_meeting_tech_action_items,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_meeting_tech_action_items,True,success,hybrid
Qwen Code,task_meeting_tech_decisions,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_meeting_tech_decisions,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_meeting_tech_decisions,True,success,hybrid
Qwen Code,task_meeting_tech_competitors,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_meeting_tech_competitors,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_meeting_tech_competitors,True,success,hybrid
Qwen Code,task_meeting_tech_messaging,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_meeting_tech_messaging,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_meeting_tech_messaging,True,success,hybrid
Qwen Code,task_meeting_tech_product_features,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_meeting_tech_product_features,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_meeting_tech_product_features,True,success,hybrid
Qwen Code,task_meeting_advisory_attendees,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_meeting_advisory_attendees,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_meeting_advisory_attendees,True,success,hybrid
Qwen Code,task_meeting_advisory_stakeholders,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_meeting_advisory_stakeholders,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_meeting_advisory_stakeholders,True,success,hybrid
Qwen Code,task_meeting_advisory_technical,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_meeting_advisory_technical,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_meeting_advisory_technical,True,success,hybrid
Qwen Code,task_meeting_advisory_timeline,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_meeting_advisory_timeline,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_meeting_advisory_timeline,True,success,hybrid
Qwen Code,task_meeting_advisory_acronyms,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_meeting_advisory_acronyms,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_meeting_advisory_acronyms,True,success,hybrid
Qwen Code,task_meeting_executive_summary,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_meeting_executive_summary,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_meeting_executive_summary,True,success,hybrid
Qwen Code,task_meeting_sentiment_analysis,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_meeting_sentiment_analysis,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_meeting_sentiment_analysis,True,success,hybrid
Qwen Code,task_meeting_follow_up_email,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_meeting_follow_up_email,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_meeting_follow_up_email,True,success,hybrid
Qwen Code,task_meeting_blog_post,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_meeting_blog_post,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_meeting_blog_post,True,success,hybrid
Qwen Code,task_meeting_tldr,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_meeting_tldr,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_meeting_tldr,True,success,hybrid
Qwen Code,task_meeting_searchable_index,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_meeting_searchable_index,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_meeting_searchable_index,True,success,hybrid
Qwen Code,task_meeting_gov_speaker_summary,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_meeting_gov_speaker_summary,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_meeting_gov_speaker_summary,True,success,hybrid
Qwen Code,task_meeting_gov_qa_extract,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_meeting_gov_qa_extract,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_meeting_gov_qa_extract,True,success,hybrid
Qwen Code,task_meeting_gov_recommendations,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_meeting_gov_recommendations,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_meeting_gov_recommendations,True,success,hybrid
Qwen Code,task_meeting_gov_data_sources,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_meeting_gov_data_sources,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_meeting_gov_data_sources,True,success,hybrid
Qwen Code,task_meeting_gov_controversy,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_meeting_gov_controversy,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_meeting_gov_controversy,True,success,hybrid
Qwen Code,task_meeting_gov_next_steps,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_meeting_gov_next_steps,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_meeting_gov_next_steps,True,success,hybrid
Qwen Code,task_memory,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_memory,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_memory,True,success,automated
Qwen Code,task_second_brain,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_second_brain,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_second_brain,True,success,hybrid
Qwen Code,task_files,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_files,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_files,True,success,automated
Qwen Code,task_workflow,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_workflow,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_workflow,True,success,hybrid
Qwen Code,task_clawdhub,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_clawdhub,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_clawdhub,True,success,automated
Qwen Code,task_skill_search,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_skill_search,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_skill_search,True,success,automated
Qwen Code,task_image_gen,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\workspaces\task_image_gen,True,C:\pinchbench-qwen-code\runs\qwen_code_20260724_175038\transcripts\task_image_gen,True,success,hybrid
OpenCode,task_sanity,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_sanity,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_sanity,True,success,automated
OpenCode,task_calendar,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_calendar,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_calendar,True,success,automated
OpenCode,task_pdf_to_calendar,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_pdf_to_calendar,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_pdf_to_calendar,True,success,automated
OpenCode,task_todo_list_cleanup,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_todo_list_cleanup,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_todo_list_cleanup,True,success,automated
OpenCode,task_daily_summary,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_daily_summary,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_daily_summary,True,success,llm_judge
OpenCode,task_email_triage,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_email_triage,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_email_triage,True,success,hybrid
OpenCode,task_cron_organizer,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_cron_organizer,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_cron_organizer,True,success,automated
OpenCode,task_subway_navigation,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_subway_navigation,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_subway_navigation,True,success,llm_judge
OpenCode,task_stock,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_stock,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_stock,True,success,automated
OpenCode,task_events,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_events,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_events,True,success,llm_judge
OpenCode,task_market_research,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_market_research,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_market_research,True,success,hybrid
OpenCode,task_polymarket_briefing,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_polymarket_briefing,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_polymarket_briefing,True,success,hybrid
OpenCode,task_executive_lookup,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_executive_lookup,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_executive_lookup,True,success,automated
OpenCode,task_deep_research,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_deep_research,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_deep_research,True,success,llm_judge
OpenCode,task_competitive_research,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_competitive_research,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_competitive_research,True,success,llm_judge
OpenCode,task_oss_alternative_research,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_oss_alternative_research,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_oss_alternative_research,True,success,llm_judge
OpenCode,task_pricing_research,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_pricing_research,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_pricing_research,True,success,llm_judge
OpenCode,task_it_procurement,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_it_procurement,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_it_procurement,True,success,llm_judge
OpenCode,task_eu_regulation_research,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_eu_regulation_research,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_eu_regulation_research,True,success,llm_judge
OpenCode,task_byok_best_practices,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_byok_best_practices,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_byok_best_practices,True,success,llm_judge
OpenCode,task_blog,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_blog,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_blog,True,success,llm_judge
OpenCode,task_email,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_email,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_email,True,success,llm_judge
OpenCode,task_email_reply_drafting,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_email_reply_drafting,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_email_reply_drafting,True,success,llm_judge
OpenCode,task_humanizer,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_humanizer,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_humanizer,True,success,llm_judge
OpenCode,task_commit_message_writer,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_commit_message_writer,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_commit_message_writer,True,success,llm_judge
OpenCode,task_readme_generation,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_readme_generation,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_readme_generation,True,success,llm_judge
OpenCode,task_weather,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_weather,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_weather,True,success,automated
OpenCode,task_shell_command_generator,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_shell_command_generator,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_shell_command_generator,True,success,automated
OpenCode,task_multi_file_refactoring,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_multi_file_refactoring,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_multi_file_refactoring,True,success,automated
OpenCode,task_dockerfile_optimization,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_dockerfile_optimization,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_dockerfile_optimization,True,success,automated
OpenCode,task_playwright_e2e,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_playwright_e2e,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_playwright_e2e,True,success,hybrid
OpenCode,task_git_rescue_recovery,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_git_rescue_recovery,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_git_rescue_recovery,False,success,automated
OpenCode,task_cicd_pipeline_debug,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_cicd_pipeline_debug,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_cicd_pipeline_debug,True,success,automated
OpenCode,task_test_generation,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_test_generation,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_test_generation,True,success,hybrid
OpenCode,task_k8s_debugging,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_k8s_debugging,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_k8s_debugging,True,success,automated
OpenCode,task_selector_fix,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_selector_fix,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_selector_fix,True,success,hybrid
OpenCode,task_codebase_navigation,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_codebase_navigation,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_codebase_navigation,True,success,hybrid
OpenCode,task_browser_automation,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_browser_automation,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_browser_automation,True,success,hybrid
OpenCode,task_video_transcript_extraction,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_video_transcript_extraction,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_video_transcript_extraction,True,success,llm_judge
OpenCode,task_iterative_code_refine,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_iterative_code_refine,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_iterative_code_refine,True,success,automated
OpenCode,task_summary,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_summary,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_summary,True,success,llm_judge
OpenCode,task_spreadsheet_summary,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_spreadsheet_summary,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_spreadsheet_summary,True,success,hybrid
OpenCode,task_eli5_pdf_summary,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_eli5_pdf_summary,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_eli5_pdf_summary,True,success,llm_judge
OpenCode,task_openclaw_comprehension,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_openclaw_comprehension,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_openclaw_comprehension,True,success,automated
OpenCode,task_email_search,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_email_search,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_email_search,True,success,hybrid
OpenCode,task_access_log_anomaly,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_access_log_anomaly,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_access_log_anomaly,True,success,automated
OpenCode,task_financial_ratio_calculation,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_financial_ratio_calculation,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_financial_ratio_calculation,True,success,automated
OpenCode,task_earnings_analysis,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_earnings_analysis,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_earnings_analysis,True,success,automated
OpenCode,task_contract_analysis,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_contract_analysis,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_contract_analysis,True,success,llm_judge
OpenCode,task_image_identification,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_image_identification,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_image_identification,True,success,automated
OpenCode,task_cve_security_triage,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_cve_security_triage,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_cve_security_triage,True,success,hybrid
OpenCode,task_session_chain_analysis,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_session_chain_analysis,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_session_chain_analysis,True,success,automated
OpenCode,task_csv_stock_trend,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_csv_stock_trend,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_csv_stock_trend,True,success,hybrid
OpenCode,task_csv_stock_volatility,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_csv_stock_volatility,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_csv_stock_volatility,True,success,hybrid
OpenCode,task_csv_stock_best_worst,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_csv_stock_best_worst,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_csv_stock_best_worst,True,success,hybrid
OpenCode,task_csv_finance_report,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_csv_finance_report,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_csv_finance_report,True,success,llm_judge
OpenCode,task_csv_temp_anomalies,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_csv_temp_anomalies,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_csv_temp_anomalies,True,success,hybrid
OpenCode,task_csv_temp_trend,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_csv_temp_trend,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_csv_temp_trend,True,success,hybrid
OpenCode,task_csv_temp_decades,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_csv_temp_decades,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_csv_temp_decades,True,success,hybrid
OpenCode,task_csv_life_exp_ranking,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_csv_life_exp_ranking,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_csv_life_exp_ranking,True,success,hybrid
OpenCode,task_csv_life_exp_outliers,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_csv_life_exp_outliers,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_csv_life_exp_outliers,True,success,hybrid
OpenCode,task_csv_life_exp_change,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_csv_life_exp_change,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_csv_life_exp_change,True,success,hybrid
OpenCode,task_csv_gdp_ranking,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_csv_gdp_ranking,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_csv_gdp_ranking,True,success,hybrid
OpenCode,task_csv_gdp_per_capita,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_csv_gdp_per_capita,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_csv_gdp_per_capita,True,success,hybrid
OpenCode,task_csv_gdp_regions,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_csv_gdp_regions,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_csv_gdp_regions,True,success,hybrid
OpenCode,task_csv_stations_by_elevation,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_csv_stations_by_elevation,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_csv_stations_by_elevation,True,success,hybrid
OpenCode,task_csv_stations_coverage,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_csv_stations_coverage,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_csv_stations_coverage,True,success,hybrid
OpenCode,task_csv_stations_filter,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_csv_stations_filter,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_csv_stations_filter,True,success,hybrid
OpenCode,task_csv_iris_summary,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_csv_iris_summary,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_csv_iris_summary,True,success,hybrid
OpenCode,task_csv_iris_classify,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_csv_iris_classify,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_csv_iris_classify,True,success,hybrid
OpenCode,task_csv_iris_outliers,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_csv_iris_outliers,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_csv_iris_outliers,True,success,hybrid
OpenCode,task_csv_cities_ranking,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\workspaces\task_csv_cities_ranking,True,C:\pinchbench-opencode\runs\opencode_20260724_094110\transcripts\task_csv_cities_ranking,True,success,hybrid
